Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
KIAA0556	gene	KIAA0556	Expert Review Red;Other	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 26, OMIM:616784;Joubert syndrome 26, MONDO:0014771	616650			29765138;27245168;26714646			1		13.2			ENSG00000047578	ENSG00000047578	HGNC:29068													
KIF7	gene	KIF7	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	611254						1		13.2			ENSG00000166813	ENSG00000166813	HGNC:30497													
MKS1	gene	MKS1	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	609883						1		13.2			ENSG00000011143	ENSG00000011143	HGNC:7121													
MUC1	gene	MUC1	Expert Review Red;Expert;Radboud University Medical Center, Nijmegen	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Medullary cystic kidney disease 1, 174000	158340						1		13.2			ENSG00000185499	ENSG00000185499	HGNC:7508													
MUC1	gene	MUC1	Expert Review Red;Expert list;UKGTN	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Polycystic Kidney Disease, Nephronophthisis And Related Disorders 22 Gene Panel	158340						1		13.2			ENSG00000185499	ENSG00000185499	HGNC:7508													
PDE6D	gene	PDE6D	Expert Review Red;Expert list;Radboud University Medical Center, Nijmegen;Other;UKGTN	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	?Joubert syndrome 22;Joubert Syndrome and Senior-Loken Syndrome 24 gene panel;?Joubert syndrome 22, 615665	602676			24166846			1		13.2			ENSG00000156973	ENSG00000156973	HGNC:8788													
PIBF1	gene	PIBF1	Expert Review Red;Expert Review;Literature;Research	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;ataxia;vermis hypoplasia;developmental delay;thick superior cerebellar peduncles;superior cerebellar dysplasia	607532			26167768;29695797;30858804			1		13.2			ENSG00000083535	ENSG00000083535	HGNC:23352													
RPGRIP1L	gene	RPGRIP1L	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	610937						1		13.2			ENSG00000103494	ENSG00000103494	HGNC:29168													
SDCCAG8	gene	SDCCAG8	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	613524						1		13.2			ENSG00000054282	ENSG00000054282	HGNC:10671													
SEC63	gene	SEC63	Expert Review Red;Expert list;UKGTN	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Polycystic Kidney Disease, Nephronophthisis And Related Disorders 22 Gene Panel	608648						1		13.2			ENSG00000025796	ENSG00000025796	HGNC:21082													
SLC41A1	gene	SLC41A1	Expert Review Red;Expert list	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis	610801			23661805			1		13.2			ENSG00000133065	ENSG00000133065	HGNC:19429													
TCTN1	gene	TCTN1	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	609863						1		13.2			ENSG00000204852	ENSG00000204852	HGNC:26113													
TCTN3	gene	TCTN3	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	613847						1		13.2			ENSG00000119977	ENSG00000119977	HGNC:24519													
TMEM138	gene	TMEM138	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	614459						1		13.2			ENSG00000149483	ENSG00000149483	HGNC:26944													
TMEM216	gene	TMEM216	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	613277						1		13.2			ENSG00000187049	ENSG00000187049	HGNC:25018													
TMEM231	gene	TMEM231	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	614949						1		13.2			ENSG00000205084	ENSG00000205084	HGNC:37234													
TMEM237	gene	TMEM237	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	614423						1		13.2			ENSG00000155755	ENSG00000155755	HGNC:14432													
TRIM32	gene	TRIM32	UKGTN;Expert Review Red;Expert list;Emory Genetics Laboratory;Radboud University Medical Center, Nijmegen	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	?Bardet-Biedl syndrome 11, 615988;Muscular dystrophy, limb-girdle, type 2H, 254110	602290			11822024;16606853			1		13.2			ENSG00000119401	ENSG00000119401	HGNC:16380													
TRIM32	gene	TRIM32	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	602290						1		13.2			ENSG00000119401	ENSG00000119401	HGNC:16380													
TTC8	gene	TTC8	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	608132						1		13.2			ENSG00000165533	ENSG00000165533	HGNC:20087													
UMOD	gene	UMOD	Expert Review Red;Expert list;Emory Genetics Laboratory;UKGTN	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Polycystic Kidney Disease, Nephronophthisis And Related Disorders 22 Gene Panel	191845						1		13.2			ENSG00000169344	ENSG00000169344	HGNC:12559													
WDPCP	gene	WDPCP	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	613580						1		13.2			ENSG00000143951	ENSG00000143951	HGNC:28027													
ISCA-37405-Loss	region		Expert Review Green;ClinGen	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	juvenile nephronophthisis 1: including growth retardation.  Joubert syndrome: multisystem disease characterized by cerebellar vermis hypoplasia with prominent superior cerebellar peduncles (resulting in the 'molar tooth sign,' or MTS, on axial MRI), mental retardation, hypotonia, irregular breathing pattern, and eye movement abnormalities;266900;609583				9856524;15138899;8852662			3		13.2						2			110104531	110228181				30		60	cnv_loss	2q13 recurrent region (includes NPHP1) Loss
ISCA-37405-Loss	region		Expert Review Green;ClinGen	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	609583;juvenile nephronophthisis 1: including growth retardation.  Joubert syndrome: multisystem disease characterized by cerebellar vermis hypoplasia with prominent superior cerebellar peduncles (resulting in the 'molar tooth sign,' or MTS, on axial MRI), mental retardation, hypotonia, irregular breathing pattern, and eye movement abnormalities;266900				8852662;9856524;15138899			3		13.2						2			110104531	110228181				30		60	cnv_loss	2q13 recurrent region (includes NPHP1) Loss
ISCA-37432-Loss	region		Expert Review Green;ClinGen	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	RCAD syndrome;utero-vaginal atresia;Schizophrenia;614527;delayed development, intellectual disability;Renal cysts and diabetes syndrome;Autism Spectrum Disorder;Mayer-Rokitansky-Kster-Hauser (MRKH) syndrome in females;Chromosome 17q12 deletion syndrome;global developmental delay							3		13.2						17			36458167	37854616				3		60	cnv_loss	17q12 recurrent (RCAD syndrome) region (includes HNF1B) Loss
ISCA-37432-Loss	region		Expert Review Green;ClinGen	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Schizophrenia;Mayer-Rokitansky-Kster-Hauser (MRKH) syndrome in females;delayed development, intellectual disability;614527;RCAD syndrome;utero-vaginal atresia;Chromosome 17q12 deletion syndrome;Autism Spectrum Disorder;global developmental delay;Renal cysts and diabetes syndrome							3		13.2						17			36458167	37854616				3		60	cnv_loss	17q12 recurrent (RCAD syndrome) region (includes HNF1B) Loss
