Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
MMACHC	gene	MMACHC	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	"Methylmalonic aciduria and homocystinuria, cblC type,	277400"	609831			24210589;1593355;11972107;12210350;17874135;29068997;27324188			3		13.1			ENSG00000132763	ENSG00000132763	HGNC:24525													
MOCOS	gene	MOCOS	Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Xanthinuria, type II, OMIM:603592	613274			11302742;17368066;14624414;25967871;34356852;32073534;30758870;27919260			3		13.1			ENSG00000075643	ENSG00000075643	HGNC:18234													
MT-TF	gene	MT-TF	Expert Review Green;Literature	Unexplained young onset end-stage renal disease			MITOCHONDRIAL	Tubulointerstitial kidney disease;tubulointerstitial nephritis;renal insufficiency;renal failure	590070			28267784;11231339;20142618;23135609			3		13.1			ENSG00000210049	ENSG00000210049	HGNC:7481													
MUC1	gene	MUC1	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Medullary cystic kidney disease 1 MIM 174000	158340			23396133;29967284;29156055;29520014;23946964			3		13.1		Other - please provide details in the comments	ENSG00000185499	ENSG00000185499	HGNC:7508													
MYH9	gene	MYH9	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epstein syndrome #153650;Fechtner syndrome #153640	160775			12792306;22627578;10973259;24186861			3		13.1			ENSG00000100345	ENSG00000100345	HGNC:7579													
MYH9	gene	MYH9	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss OMIM:155100	160775			10973259;12792306;22627578			3		13.1			ENSG00000100345	ENSG00000100345	HGNC:7579													
MYO1E	gene	MYO1E	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Glomerulosclerosis, focal segmental, 6 #614131	601479			21697813;23595123			3		13.1			ENSG00000157483	ENSG00000157483	HGNC:7599													
NEK8	gene	NEK8	NHS GMS;Expert Review Green;Expert	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polycystic kidney disease 8, OMIM:620903;polycystic kidney disease, MONDO:0020642;?Nephronophthisis 9, OMIM:613824	609799			18199800;37598857			3		13.1		Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000160602	ENSG00000160602	HGNC:13387													
NEK8	gene	NEK8	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Emory Genetics Laboratory;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Renal-hepatic-pancreatic dysplasia;?Renal-hepatic-pancreatic dysplasia 2, 615415;Nephronophthisis;?Nephronophthisis 9, 613824	609799			18199800;26967905;26862157;26697755;23418306			3		13.1			ENSG00000160602	ENSG00000160602	HGNC:13387													
NOS1AP	gene	NOS1AP	NHS GMS;Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 22, OMIM:619155	605551			33523862			3		13.1			ENSG00000198929	ENSG00000198929	HGNC:16859													
NOS1AP	gene	NOS1AP	NHS GMS;Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 22, OMIM:619155	605551			33523862			3		13.1			ENSG00000198929	ENSG00000198929	HGNC:16859													
NPHP1	gene	NPHP1	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 1, juvenile, OMIM:256100;nephronophthisis 1, MONDO:0009728;Senior-Loken syndrome-1, OMIM:266900;Senior-Loken syndrome 1, MONDO:0009962;Joubert syndrome 4, OMIM:609583;Joubert syndrome with renal defect, MONDO:0012308	607100			34415307			3		13.1			ENSG00000144061	ENSG00000144061	HGNC:7905													
NPHP1	gene	NPHP1	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease	607100			34415307			3		13.1			ENSG00000144061	ENSG00000144061	HGNC:7905													
NPHP1	gene	NPHP1	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Other;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 4;Senior-Loken syndrome;256100 Senior-Loken syndrome-1, 266900;609583 Nephronophthisis 1, juvenile;Nephronophthisis	607100			15138899;22982934;15689444;34415307			3		13.1			ENSG00000144061	ENSG00000144061	HGNC:7905													
NPHP3	gene	NPHP3	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 3, OMIM:604387;nephronophthisis 3, MONDO:0011456;Renal-hepatic-pancreatic dysplasia 1, OMIM:208540;renal-hepatic-pancreatic dysplasia 1, MONDO:0008833;Meckel syndrome 7, OMIM:267010;NPHP3-related Meckel-like syndrome, MONDO:0009966	608002						3		13.1			ENSG00000113971	ENSG00000113971	HGNC:7907													
NPHP3	gene	NPHP3	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease	608002						3		13.1			ENSG00000113971	ENSG00000113971	HGNC:7907													
NPHP3	gene	NPHP3	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Renal-hepatic-pancreatic dysplasia;Senior-Loken syndrome;Nephronophthisis 3, 604387;Meckel syndrome 7, 267010;Renal-hepatic-pancreatic dysplasia 1, 208540;Nephronophthisis	608002						3		13.1			ENSG00000113971	ENSG00000113971	HGNC:7907													
NPHP4	gene	NPHP4	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Senior-Loken syndrome;Nephronophthisis;Senior-Loken syndrome 4, 606996;Nephronophthisis 4, 606966	607215						3		13.1			ENSG00000131697	ENSG00000131697	HGNC:19104													
NPHP4	gene	NPHP4	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease	607215						3		13.1			ENSG00000131697	ENSG00000131697	HGNC:19104													
NPHP4	gene	NPHP4	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 4, OMIM:606966;nephronophthisis 4, MONDO:0011752;Senior-Loken syndrome 4, OMIM:606996;Senior-Loken syndrome 4, MONDO:0011756	607215			12244321;12205563			3		13.1			ENSG00000131697	ENSG00000131697	HGNC:19104													
NPHS1	gene	NPHS1	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 1 #602716	602716						3		13.1			ENSG00000161270	ENSG00000161270	HGNC:7908													
NPHS2	gene	NPHS2	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 2 #600995	604766						3		13.1			ENSG00000116218	ENSG00000116218	HGNC:13394													
NR3C2	gene	NR3C2	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Pseudohypoaldosteronism type I, autosomal dominant, 177735;Hypertension, early-onset, autosomal dominant, with exacerbation in pregnancy, 605115 no inheritance pattern	600983			9662404;12788847;16972228;16954160;12483305			3		13.1			ENSG00000151623	ENSG00000151623	HGNC:7979													
NUP107	gene	NUP107	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 11 #616730	607617			26411495;30179222			3		13.1			ENSG00000111581	ENSG00000111581	HGNC:29914													
NUP133	gene	NUP133	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	?Galloway-Mowat syndrome 8 618349;Nephrotic syndrome, type 18 618177	607613			30179222;30427554			3		13.1			ENSG00000069248	ENSG00000069248	HGNC:18016													
NUP85	gene	NUP85	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 17 #618176	170285			30179222			3		13.1			ENSG00000125450	ENSG00000125450	HGNC:8734													
NUP93	gene	NUP93	NHS GMS;Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Early-Childhood-Onset Steroid-Resistant Nephrotic Syndrome;Nephrotic syndrome, type 12 #616892	614351			26411495;26878725			3		13.1			ENSG00000102900	ENSG00000102900	HGNC:28958													
OCRL	gene	OCRL	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Lowe syndrome, OMIM:309000;Dent disease 2, OMIM:300555	300535			21249396;17384968;27625797			3		13.1			ENSG00000122126	ENSG00000122126	HGNC:8108													
OCRL	gene	OCRL	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Dent disease 2, OMIM:300555	300535			10364518			3		13.1			ENSG00000122126	ENSG00000122126	HGNC:8108													
OCRL	gene	OCRL	Expert Review Green;Expert;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Lowe syndrome, OMIM:309000;Dent disease 2, OMIM:300555;As for CLCN5 (Nephrocalcinosis with low molecular weight proteinuria and pregressive CKD) but may include intellectual disability and other features of Lowe syndrome	300535			33517444			3		13.1			ENSG00000122126	ENSG00000122126	HGNC:8108													
OFD1	gene	OFD1	Eligibility statement prior genetic testing;Expert list;Expert Review Green;Other	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Joubert syndrome 10;X-linked Joubert syndrome;Orofaciodigital syndrome I	300170			19800048;22353940			3		13.1			ENSG00000046651	ENSG00000046651	HGNC:2567													
OSGEP	gene	OSGEP	NHS GMS;Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	"Galloway-Mowat syndrome 3	617729"	610107			28805828			3		13.1			ENSG00000092094	ENSG00000092094	HGNC:18028													
PAX2	gene	PAX2	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Papillorenal syndrome, OMIM:120330;renal coloboma syndrome, MONDO:0007352	167409			33746522;16049068;22213154;31060108			3		13.1			ENSG00000075891	ENSG00000075891	HGNC:8616													
PAX2	gene	PAX2	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Glomerulosclerosis, focal segmental, 7 #616002	167409			26571382			3		13.1			ENSG00000075891	ENSG00000075891	HGNC:8616													
PBX1	gene	PBX1	Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay, OMIM:617641	176310			28270404;28566479			3		13.1			ENSG00000185630	ENSG00000185630	HGNC:8632													
PDSS2	gene	PDSS2	Expert Review Green;NHS GMS;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Coenzyme Q10 deficiency, primary, 3 #614652;Leigh syndrome	610564			23926186;29032433;25349199;17186472;18437205			3		13.1			ENSG00000164494	ENSG00000164494	HGNC:23041													
PHEX	gene	PHEX	Expert Review Green;Literature;Expert list	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Hypophosphatemic rickets, X-linked dominant 307800	300550			31514490;29460029			3		13.1			ENSG00000102174	ENSG00000102174	HGNC:8918													
PKD1	gene	PKD1	Expert Review Green;Eligibility statement prior genetic testing;Expert;UKGTN;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Polycystic kidney disease, adult type I, 173900;Autosomal recessive polycystic kidney disease (ARPKD);Autosomal dominant polycystic kidney disease (ADPKD)	601313			19165178;20558538;22034641;28378423;23624871			3		13.1			ENSG00000008710	ENSG00000008710	HGNC:9008													
PKD1	gene	PKD1	Expert Review Green;Expert list;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Polycystic kidney disease, adult type I, 173900;Autosomal recessive polycystic kidney disease (ARPKD);Autosomal dominant polycystic kidney disease (ADPKD)	601313			23624871;20558538			3		13.1			ENSG00000008710	ENSG00000008710	HGNC:9008													
PKD2	gene	PKD2	Expert Review Green;Eligibility statement prior genetic testing;Expert;Emory Genetics Laboratory;UKGTN;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polycystic Kidney Disease, Autosomal Dominant;Polycystic kidney disease 2, 613095;Autosomal Dominant Polycystic Kidney Disease	173910			28356211;23431072			3		13.1			ENSG00000118762	ENSG00000118762	HGNC:9009													
PKD2	gene	PKD2	Expert Review Green;Radboud University Medical Center, Nijmegen;Expert list;Emory Genetics Laboratory;UKGTN	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Polycystic kidney disease 2, 613095	173910						3		13.1			ENSG00000118762	ENSG00000118762	HGNC:9009													
PKHD1	gene	PKHD1	Expert Review Green;Radboud University Medical Center, Nijmegen;Expert list;Emory Genetics Laboratory;UKGTN	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Polycystic kidney disease 4 with or without hepatic disease, OMIM:263200	606702						3		13.1			ENSG00000170927	ENSG00000170927	HGNC:9016													
PKHD1	gene	PKHD1	Expert Review Green;Eligibility statement prior genetic testing;Expert;UKGTN;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Polycystic kidney disease 4 with or without hepatic disease, OMIM:263200	606702						3		13.1			ENSG00000170927	ENSG00000170927	HGNC:9016													
PLCE1	gene	PLCE1	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 3 #610725;Congenital nephrotic syndrome/SRNS	608414			20591883			3		13.1			ENSG00000138193	ENSG00000138193	HGNC:17175													
