Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
PRDM15	gene	PRDM15	NHS GMS;Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	steroid-resistant nephrotic syndrome, MONDO:0044765	617692			31950080;33593823			3		13.1			ENSG00000141956	ENSG00000141956	HGNC:13999													
PRDM15	gene	PRDM15	NHS GMS;Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	steroid-resistant nephrotic syndrome, MONDO:0044765	617692			31950080;33593823			3		13.1			ENSG00000141956	ENSG00000141956	HGNC:13999													
PRKCSH	gene	PRKCSH	NHS GMS;Expert Review Green;Expert	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polycystic liver disease 1 with or without kidney cysts, OMIM:174050	177060			12529853;12577059;24886261			3		13.1			ENSG00000130175	ENSG00000130175	HGNC:9411													
PSKH1	gene	PSKH1	Expert Review Green;NHS GMS;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Cholestasis, progressive familial intrahepatic, 13, OMIM:620962	177015			39132680			3		13.1			ENSG00000159792	ENSG00000159792	HGNC:9529													
REN	gene	REN	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Renal tubular dysgenesis MIM 267430;Familial juvenile Hyperuricemic nephropathy-2 MIM 613092	179820			16116425;19664745			3		13.1			ENSG00000143839	ENSG00000143839	HGNC:9958													
REN	gene	REN	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hyperuricemic nephropathy, familial juvenile 2, 613092;Renal tubular dysgenesis 267430 AR	179820			22095942;16116425;21036942;17555949;19664745			3		13.1			ENSG00000143839	ENSG00000143839	HGNC:9958													
RET	gene	RET	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	{Hirschsprung disease, susceptibility to, 1}, OMIM:142623;Multiple endocrine neoplasia IIA, OMIM:171400;Multiple endocrine neoplasia IIB, OMIM:162300;Pheochromocytoma, OMIM:171300	164761						3		13.1			ENSG00000165731	ENSG00000165731	HGNC:9967													
RMND1	gene	RMND1	NHS GMS;Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 11, OMIM:614922;tubulopathy;renal tubular acidosis;interstitial nephritis;end-stage renal disease;tubular atrophy	614917			32911714;31889854;31568715			3		13.1		Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000155906	ENSG00000155906	HGNC:21176													
RMND1	gene	RMND1	Literature;NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 11, OMIM:614922	614917			31568715;31889854;32911714			3		13.1			ENSG00000155906	ENSG00000155906	HGNC:21176													
RPGRIP1L	gene	RPGRIP1L	Orphanet;Expert Review Green;Expert list;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 7;Meckel syndrome 5;Joubert syndrome;Meckel syndrome;Meckel-Gruber syndrome	610937			17558409;17558407;19574260			3		13.1			ENSG00000103494	ENSG00000103494	HGNC:29168													
RRAGD	gene	RRAGD	NHS GMS;Expert Review Green;Literature	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	hypomagnesaemia;cardiomyopathy;tubular renal disease-cardiomyopathy syndrome, MONDO:0019130	608268			34607910			3		13.1		Other	ENSG00000025039	ENSG00000025039	HGNC:19903													
RRAGD	gene	RRAGD	NHS GMS;Expert Review Green;Other	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	hypomagnesaemia;nephrocalcinosis;salt wasting;cardiomyopathy;tubular renal disease-cardiomyopathy syndrome, MONDO:0019130	608268			34607910			3		13.1		Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000025039	ENSG00000025039	HGNC:19903													
RRM2B	gene	RRM2B	Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy), OMIM:612075;Mitochondrial DNA depletion syndrome 8B (MNGIE type), OMIM:612075;Rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction, OMIM:268315	604712						3		13.1			ENSG00000048392	ENSG00000048392	HGNC:17296													
SALL1	gene	SALL1	Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Townes-Brocks branchiootorenal-like syndrome, OMIM:107480;Townes-Brocks syndrome 1, OMIM:107480	602218						3		13.1			ENSG00000103449	ENSG00000103449	HGNC:10524													
SARS2	gene	SARS2	Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis, OMIM:613845;Progressive Spastic Paresis	612804			21255763;24034276;27279129			3		13.1			ENSG00000104835	ENSG00000104835	HGNC:17697													
SCARB2	gene	SCARB2	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Action myoclonus renal failure syndrome;Epilepsy, progressive myoclonic 4, with or without renal failure #254900	602257			22032306			3		13.1			ENSG00000138760	ENSG00000138760	HGNC:1665													
SCNN1A	gene	SCNN1A	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Pseudohypoaldosteronism, type I, 264350;?Liddle syndrom 3, 618126;Bronchiectasis with or without elevated sweat chloride 2 613021	600228			8589714;10586178			3		13.1			ENSG00000111319	ENSG00000111319	HGNC:10599													
SCNN1B	gene	SCNN1B	Expert Review Green;NHS GMS;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Pseudohypoaldosteronism, type I, 264350	600760			8589714;26807262;31301676;31018202			3		13.1			ENSG00000168447	ENSG00000168447	HGNC:10600													
SCNN1G	gene	SCNN1G	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Pseudohypoaldosteronism, type I, 264350	600761			8640238;29582446;7550319;12473862;17634077			3		13.1			ENSG00000166828	ENSG00000166828	HGNC:10602													
SDCCAG8	gene	SDCCAG8	Orphanet;Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	SENIOR-LOKEN SYNDROME;Bardet-Biedl Syndrome;613615;Senior-Loken syndrome	613524			22190896			3		13.1			ENSG00000054282	ENSG00000054282	HGNC:10671													
SEC61A1	gene	SEC61A1	NHS GMS;Expert Review Green;Literature	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	hyporeninaemic hypoaldosteronism;autosomal dominant tubulointerstitial kidney disease	609213			33185949;30586318;27392076;31488840			3		13.1			ENSG00000058262	ENSG00000058262	HGNC:18276													
SEC61A1	gene	SEC61A1	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Familial juvenile Hyperuricemic nephropathy-4 , OMIM:617056	609213			27392076;30586318			3		13.1			ENSG00000058262	ENSG00000058262	HGNC:18276													
SEC63	gene	SEC63	NHS GMS;Expert Review Green;Expert	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polycystic liver disease 2 with or without kidney cysts, OMIM:617004	608648			15133510;24886261			3		13.1			ENSG00000025796	ENSG00000025796	HGNC:21082													
SGPL1	gene	SGPL1	NHS GMS;Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	"Nephrotic syndrome 14	617575"	603729			28181337;28165339;28165343			3		13.1			ENSG00000166224	ENSG00000166224	HGNC:10817													
SLC12A1	gene	SLC12A1	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Bartter syndrome, type 1, OMIM:601678;Bartter disease type 1, MONDO:0100344	600839			8640224;32506365;26770037;27103762;8640224;9355073;28095294;32506365			3		13.1			ENSG00000074803	ENSG00000074803	HGNC:10910													
SLC12A1	gene	SLC12A1	Expert Review Green;Expert;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Bartter syndrome, type 1, OMIM:601678;Bartter disease type 1, MONDO:0100344	600839			21631963;21189980;20219833;19513753;19096086;18830715;17998760;16807401;8640224;9355073;28095294;32506365			3		13.1			ENSG00000074803	ENSG00000074803	HGNC:10910													
SLC12A3	gene	SLC12A3	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Gitelman syndrome, OMIM: 263800;Gitelman syndrome, MONDO:0009904	600968			22009145;27604308;26770037;30999883;30847515			3		13.1			ENSG00000070915	ENSG00000070915	HGNC:10912													
SLC22A12	gene	SLC22A12	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hypouricemia, renal, 220150	607096			29486147;29958533;18492088;15912381			3		13.1			ENSG00000197891	ENSG00000197891	HGNC:17989													
SLC22A12	gene	SLC22A12	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hypouricemia, renal, 220150	607096			18492088			3		13.1			ENSG00000197891	ENSG00000197891	HGNC:17989													
SLC2A2	gene	SLC2A2	Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Fanconi-Bickel syndrome, OMIM:227810	138160			32150856;24175243;24912437			3		13.1			ENSG00000163581	ENSG00000163581	HGNC:11006													
SLC2A9	gene	SLC2A9	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hypouricemia, renal, 2, 612076	606142			19926891;21256783;19026395;21810765;29486147;24940677			3		13.1			ENSG00000109667	ENSG00000109667	HGNC:13446													
SLC2A9	gene	SLC2A9	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hypouricemia, renal, 2, 612076;{Uric acid concentration, serum, QTL 2}, 612076	606142			19026395;19926891;21810765			3		13.1			ENSG00000109667	ENSG00000109667	HGNC:13446													
SLC34A1	gene	SLC34A1	Expert Review Green;Expert;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Nephrolithiasis/osteoporosis, hypophosphatemic, 1, 612286;Hypophosphatemic Nephrolithiasis/Osteoporosis;Hypophosphatemic Nephrolithiasis/Osteoporosis (recessive);Nephrolithiasis with osteoporosis and hypophosphatemia;Nephrolithiasis with osteoporosis and hypophosphatemia	182309			PMID: 26047794;25050900;12324554			3		13.1			ENSG00000131183	ENSG00000131183	HGNC:11019													
SLC34A3	gene	SLC34A3	NHS GMS;Expert Review Green;Expert;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Hypophosphatemic rickets with hypercalciuria, OMIM:241530;HHRH;hereditary hypophosphatemic rickets with hypercalciuria, MONDO:0009431	609826			25296721;26543054;24924704;24700880;16358214;27939817;24700880;17968493			3		13.1			ENSG00000198569	ENSG00000198569	HGNC:20305													
SLC3A1	gene	SLC3A1	Expert Review Green;Eligibility statement prior genetic testing;Expert	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Cystinuria 220100	104614						3		13.1			ENSG00000138079	ENSG00000138079	HGNC:11025													
SLC4A1	gene	SLC4A1	Expert Review Green;Eligibility statement prior genetic testing;Expert	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	distal renal tubular acidosis;Renal tubular acidosis, distal, AD, 179800;Renal tubular acidosis, distal, AR 611590	109270						3		13.1			ENSG00000004939	ENSG00000004939	HGNC:11027													
SLC4A1	gene	SLC4A1	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing;Expert;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services;UKGTN	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Distal Renal Tubular Acidosis, Dominant;Ovalocytosis;Distal renal tubular acidosis;Renal tubular acidosis, distal, AD,179800;Renal tubular acidosis, distal, AR, 611590;Cryohydrocytosis, 185020;Ovalocystois, SA type 166900;Spherocytoisis type 4, 612653;various blood group associations.	109270			9312167;9600966			3		13.1			ENSG00000004939	ENSG00000004939	HGNC:11027													
SLC4A4	gene	SLC4A4	NHS GMS;Expert Review Green;Expert;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Renal tubular acidosis, proximal, with ocular abnormalities, 604278;Proximal Renal Tubular Acidosis with Ocular Abnormalities;Proximal Renal Tubular Acidosis with Ocular Abnormalities (recessive).	603345			10545938			3		13.1			ENSG00000080493	ENSG00000080493	HGNC:11030													
SLC5A2	gene	SLC5A2	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Renal glucosuria, 233100	182381			12436245;21165652;26376857			3		13.1			ENSG00000140675	ENSG00000140675	HGNC:11037													
SLC7A9	gene	SLC7A9	Expert Review Green;Eligibility statement prior genetic testing;Expert	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Cystinuria 220100	604144						3		13.1			ENSG00000021488	ENSG00000021488	HGNC:11067													
SMARCAL1	gene	SMARCAL1	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Schimke immunoosseous dysplasia, OMIM:242900	606622			11799392;24589093			3		13.1			ENSG00000138375	ENSG00000138375	HGNC:11102													
STRADA	gene	STRADA	Expert Review Green;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Polyhydramnios, megalencephaly, and symptomatic epilepsy, 611087	608626			27170158;17522105;28688840			3		13.1			ENSG00000266173	ENSG00000266173	HGNC:30172													
TBC1D8B	gene	TBC1D8B	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Nephrotic syndrome, type 20, OMIM:301028				30661770			3		13.1			ENSG00000133138	ENSG00000133138	HGNC:24715													
TBX18	gene	TBX18	Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Congenital anomalies of kidney and urinary tract 2, OMIM:143400	604613			26235987			3		13.1			ENSG00000112837	ENSG00000112837	HGNC:11595													
TCTN1	gene	TCTN1	Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome	609863			20301500;22693042;26489806;21725307;26477546;28631893			3		13.1			ENSG00000204852	ENSG00000204852	HGNC:26113													
TCTN2	gene	TCTN2	Orphanet;Expert Review Green;Expert list;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome;Joubert syndrome 24;Joubert syndrome, Meckel-Gruber syndrome	613846			25118024;21565611			3		13.1			ENSG00000168778	ENSG00000168778	HGNC:25774													
TCTN3	gene	TCTN3	Expert Review Green;Expert list;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;Orofaciodigital syndrome IV;Joubert syndrome 18;Meckel-Gruber;Mohr-Majewski syndrome	613847			25118024;22883145			3		13.1			ENSG00000119977	ENSG00000119977	HGNC:24519													
TMEM107	gene	TMEM107	Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome 13 617562;?Joubert syndrome 29 617562;Orofaciodigital syndrome XVI 617563	616183			26518474;26123494;22698544;26595381			3		13.1			ENSG00000179029	ENSG00000179029	HGNC:28128													
TMEM138	gene	TMEM138	Orphanet;Expert Review Green;Expert list;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome with oculorenal defect;Joubert syndrome 16	614459			22282472			3		13.1			ENSG00000149483	ENSG00000149483	HGNC:26944													
TMEM216	gene	TMEM216	Orphanet;Expert Review Green;Expert list;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome: Meckel-Gruber syndrome;Joubert syndrome with oculorenal defect;Meckel syndrome;Joubert syndrome 2	613277			22282472;20036350;20512146			3		13.1			ENSG00000187049	ENSG00000187049	HGNC:25018													
TMEM231	gene	TMEM231	Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;Expert list;Other;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome;Joubert syndrome 20;Joubert syndrome with oculorenal defect;Joubert syndrome 20, 614970;Meckel syndrome 11, 615397	614949						3		13.1			ENSG00000205084	ENSG00000205084	HGNC:37234													
TMEM237	gene	TMEM237	Orphanet;Expert Review Green;Expert list;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;Joubert syndrome with oculorenal defect;Joubert syndrome 14	614423			22152675;20301500			3		13.1			ENSG00000155755	ENSG00000155755	HGNC:14432													
TMEM67	gene	TMEM67	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease	609884						3		13.1			ENSG00000164953	ENSG00000164953	HGNC:28396													
TMEM67	gene	TMEM67	Orphanet;Eligibility statement prior genetic testing;Expert list;Expert Review Green;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;nephronophthisis;COACH syndrome;Joubert syndrome 6;?Bardet-Biedl syndrome?;Senior-Boichis syndrome;613550;607361;Meckel-Gruber syndrome;Meckel syndrome;610688;Nephronophthisis 11;216360	609884			PMID: 16415887;PMID: 17160906;PMID: 19058225;PMID: 19508969;PMID: 20607301;PMID: 18327255			3		13.1			ENSG00000164953	ENSG00000164953	HGNC:28396													
TMEM67	gene	TMEM67	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	?RHYNS syndrome MIM 602152;COACH syndrome 216360 AR 3;{Bardet-Biedl syndrome 14, modifier of} MIM 615991;?RHYNS syndrome 602152 AR 3;COACH syndrome, MIM 216306;Joubert syndrome 6, MIM 610688;Nephronophthisis 11 MIM 613550;Meckel syndrome 3, MIM 607361	609884						3		13.1			ENSG00000164953	ENSG00000164953	HGNC:28396													
TNS2	gene	TNS2	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	nephrotic syndrome	607717			29773874			3		13.1			ENSG00000111077	ENSG00000111077	HGNC:19737													
TP53RK	gene	TP53RK	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Galloway-Mowat syndrome 4 #617730	608679			28805828			3		13.1			ENSG00000172315	ENSG00000172315	HGNC:16197													
TPRKB	gene	TPRKB	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Galloway-Mowat syndrome 5, OMIM:617731	608680			28805828;30053862			3		13.1			ENSG00000144034	ENSG00000144034	HGNC:24259													
TRAF3IP1	gene	TRAF3IP1	Expert Review Green;Orphanet	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Senior-Loken syndrome 9 616629	607380			26487268			3		13.1			ENSG00000204104	ENSG00000204104	HGNC:17861													
TRAP1	gene	TRAP1	Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	CAKUT;VATER/VACTERL ASSOCIATION, OMIM:192350	606219			24152966			3		13.1			ENSG00000126602	ENSG00000126602	HGNC:16264													
TRIM8	gene	TRIM8	Expert Review Green;Literature	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	nephrotic syndrome;epilepsy;Focal segmental glomerulosclerosis and neurodevelopmental syndrome, OMIM:619428	606125			33508234;32531461;32193649;33508234			3		13.1		Other	ENSG00000171206	ENSG00000171206	HGNC:15579													
TRPC6	gene	TRPC6	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Glomerulosclerosis, focal segmental, 2 #603652;Proteinuria;FSGS;kidney failure;Familial and sporadic SRNS (adult)	603652			15879175			3		13.1			ENSG00000137672	ENSG00000137672	HGNC:12338													
TRPM6	gene	TRPM6	Expert Review Green;NHS GMS;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hypomagnesemia 1, intestinal, 602014	607009			12032568;12032570;23942199			3		13.1			ENSG00000119121	ENSG00000119121	HGNC:17995													
TSC1	gene	TSC1	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted		605284			9242607			3		13.1			ENSG00000165699	ENSG00000165699	HGNC:12362													
TSC2	gene	TSC2	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown		191092						3		13.1			ENSG00000103197	ENSG00000103197	HGNC:12363													
TTC21B	gene	TTC21B	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 12, OMIM:613820	612014			21258341;26940125;34957165;34805047;35289079			3		13.1			ENSG00000123607	ENSG00000123607	HGNC:25660													
TTC21B	gene	TTC21B	Expert Review Green;Orphanet;UKGTN;Expert list;Other;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 12, 613820;Short-rib thoracic dysplasia 4 with or without polydactyly;Jeune syndrome;Short-rib thoracic dysplasia 4 with or without polydactyly, 613819;Nephronophthisis	612014			21258341;27515926 (functional study in C. elegans);21068128;24876116 (Focal segmental glomerulosclerosis)			3		13.1			ENSG00000123607	ENSG00000123607	HGNC:25660													
TTC21B	gene	TTC21B	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease	612014						3		13.1			ENSG00000123607	ENSG00000123607	HGNC:25660													
TTC8	gene	TTC8	Eligibility statement prior genetic testing;Expert list;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Bardet Biedl syndrome 8	608132			14520415			3		13.1			ENSG00000165533	ENSG00000165533	HGNC:20087													
TTR	gene	TTR	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Amyloidosis, hereditary, transthyretin-related 105210	176300			30328212;14640030;30878017;31131842;31118583;31111153;30120737			3		13.1			ENSG00000118271	ENSG00000118271	HGNC:12405													
TULP3	gene	TULP3	NHS GMS;Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hepatorenocardiac degenerative fibrosis, OMIM:619902	604730			30799239;30799240;35397207;36276950;36460032			3		13.1			ENSG00000078246	ENSG00000078246	HGNC:12425													
TXNDC15	gene	TXNDC15	Expert Review Green;Expert list;Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome 14, OMIM:619879				27894351			3		13.1			ENSG00000113621	ENSG00000113621	HGNC:20652													
UMOD	gene	UMOD	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Medullary cystic kidney disease 2 MIM 603860;Familial juvenile hyperuricemic nephropathy 1 MIM 162000	191845			12471200;14569098			3		13.1		Other - please provide details in the comments	ENSG00000169344	ENSG00000169344	HGNC:12559													
UMOD	gene	UMOD	Expert Review Green;Expert;Radboud University Medical Center, Nijmegen;Emory Genetics Laboratory;UKGTN	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Medullary Cystic Kidney Disease 2;Hyperuricemic nephropathy, familial juvenile 1, 162000	191845						3		13.1			ENSG00000169344	ENSG00000169344	HGNC:12559													
UMOD	gene	UMOD	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hyperuricemic nephropathy, familial juvenile 1, 162000;Glomerulocystic kidney disease with hyperuricemia and isosthenuria, 609886;Medullary cystic kidney disease 2, 603860	191845			12471200;12629136;14570709;14569098;16883323;20172860;15983957			3		13.1			ENSG00000169344	ENSG00000169344	HGNC:12559													
VHL	gene	VHL	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown		608537						3		13.1			ENSG00000134086	ENSG00000134086	HGNC:12687													
VIPAS39	gene	VIPAS39	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Arthrogryposis, renal dysfunction, and cholestasis 2, OMIM:613404	613401			39736737;35151346;37202112;26019847;24071963;31479177			3		13.1			ENSG00000151445	ENSG00000151445	HGNC:20347													
VIPAS39	gene	VIPAS39	Expert Review Green;Expert Review	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Arthrogryposis, renal dysfunction, and cholestasis 2, OMIM:613404	613401			20190753			3		13.1			ENSG00000151445	ENSG00000151445	HGNC:20347													
VIPAS39	gene	VIPAS39	Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Arthrogryposis, renal dysfunction, and cholestasis 2, OMIM:613404	613401			20190753			3		13.1			ENSG00000151445	ENSG00000151445	HGNC:20347													
VPS33B	gene	VPS33B	Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Arthrogryposis, renal dysfunction, and cholestasis 1, OMIM:208085	608552			15052268;22753090			3		13.1			ENSG00000184056	ENSG00000184056	HGNC:12712													
